time,game_type,communicative_fraction,communicative_fraction_std,order_parameter,order_parameter_std
773600,all_noncommunicative,0.0,0.0,1.0,0.0
774400,all_noncommunicative,0.0,0.0,1.0,0.0
775200,all_noncommunicative,0.0,0.0,1.0,0.0
776000,all_noncommunicative,0.0,0.0,1.0,0.0
776800,all_noncommunicative,0.0,0.0,1.0,0.0
777600,all_noncommunicative,0.0,0.0,1.0,0.0
778400,all_noncommunicative,0.0,0.0,1.0,0.0
779200,all_noncommunicative,0.0,0.0,1.0,0.0
780000,all_noncommunicative,0.0,0.0,1.0,0.0
780800,all_noncommunicative,0.0,0.0,1.0,0.0
781600,all_noncommunicative,0.0,0.0,1.0,0.0
782400,all_noncommunicative,0.0,0.0,1.0,0.0
783200,all_noncommunicative,0.0,0.0,1.0,0.0
784000,all_noncommunicative,0.0,0.0,1.0,0.0
784800,all_noncommunicative,0.0,0.0,1.0,0.0
785600,all_noncommunicative,0.0,0.0,1.0,0.0
786400,all_noncommunicative,0.0,0.0,1.0,0.0
787200,all_noncommunicative,0.0,0.0,1.0,0.0
788000,all_noncommunicative,0.0,0.0,1.0,0.0
788800,all_noncommunicative,0.0,0.0,1.0,0.0
789600,all_noncommunicative,0.0,0.0,1.0,0.0
790400,all_noncommunicative,0.0,0.0,1.0,0.0
791200,all_noncommunicative,0.0,0.0,1.0,0.0
792000,all_noncommunicative,0.0,0.0,1.0,0.0
792800,all_noncommunicative,0.0,0.0,1.0,0.0
793600,all_noncommunicative,0.0,0.0,1.0,0.0
794400,all_noncommunicative,0.0,0.0,1.0,0.0
795200,all_noncommunicative,0.0,0.0,1.0,0.0
796000,all_noncommunicative,0.0,0.0,1.0,0.0
796800,all_noncommunicative,0.0,0.0,1.0,0.0
797600,all_noncommunicative,0.0,0.0,1.0,0.0
798400,all_noncommunicative,0.0,0.0,1.0,0.0
799200,all_noncommunicative,0.0,0.0,1.0,0.0
800000,all_noncommunicative,0.0,0.0,1.0,0.0
