time,communicative_fraction,order_parameter,game_type
118401,0.6366666666666667,0.3610610832634708,staghunt
119201,0.6366666666666667,0.3610610832634708,staghunt
120001,0.6433333333333333,0.36848684192541165,staghunt
120801,0.6433333333333333,0.3684796709878125,staghunt
121601,0.6433333333333333,0.3684796709878125,staghunt
122401,0.6433333333333333,0.3684796709878125,staghunt
123201,0.6466666666666666,0.3702940726640955,staghunt
124001,0.6433333333333333,0.3637275002510496,staghunt
124801,0.6433333333333333,0.3637275002510496,staghunt
125601,0.6433333333333333,0.3637275002510496,staghunt
126401,0.6433333333333333,0.3637275002510496,staghunt
127201,0.6433333333333333,0.3637275002510496,staghunt
128001,0.6466666666666666,0.3655854096159302,staghunt
128801,0.6466666666666666,0.3655854096159302,staghunt
129601,0.6466666666666666,0.3655854096159302,staghunt
130401,0.6466666666666666,0.3655854096159302,staghunt
131201,0.65,0.3674048315555051,staghunt
132001,0.65,0.36743879378027694,staghunt
132801,0.65,0.36743879378027694,staghunt
133601,0.65,0.36743879378027694,staghunt
134401,0.65,0.36743879378027694,staghunt
135201,0.65,0.36743879378027694,staghunt
136001,0.6533333333333333,0.3727354965130188,staghunt
136801,0.6533333333333333,0.3727354965130188,staghunt
137601,0.6533333333333333,0.3727354965130188,staghunt
138401,0.6533333333333333,0.3727354965130188,staghunt
139201,0.6533333333333333,0.3727354965130188,staghunt
140001,0.6533333333333333,0.3727354965130188,staghunt
140801,0.6533333333333333,0.3727043778432788,staghunt
141601,0.6566666666666666,0.3727043778432788,staghunt
142401,0.6566666666666666,0.3727043778432788,staghunt
143201,0.6566666666666666,0.3727043778432788,staghunt
144001,0.6566666666666666,0.3727043778432788,staghunt
144801,0.6566666666666666,0.3727043778432788,staghunt
145601,0.6566666666666666,0.3727043778432788,staghunt
146401,0.6566666666666666,0.3727043778432788,staghunt
147201,0.6566666666666666,0.3727043778432788,staghunt
148001,0.6566666666666666,0.3727043778432788,staghunt
148801,0.6566666666666666,0.3727043778432788,staghunt
149601,0.66,0.374597741835863,staghunt
150401,0.66,0.374597741835863,staghunt
151201,0.66,0.374597741835863,staghunt
152001,0.66,0.374597741835863,staghunt
152801,0.66,0.374597741835863,staghunt
153601,0.66,0.374597741835863,staghunt
154401,0.66,0.374597741835863,staghunt
155201,0.66,0.374597741835863,staghunt
156001,0.66,0.374597741835863,staghunt
156801,0.66,0.3745599603188547,staghunt
157601,0.6633333333333333,0.3809364101966524,staghunt
158401,0.6666666666666666,0.38287682570436926,staghunt
159201,0.6666666666666666,0.38492547692443213,staghunt
160001,0.6666666666666666,0.38492547692443213,staghunt
160801,0.6666666666666666,0.38492547692443213,staghunt
161601,0.6666666666666666,0.38492547692443213,staghunt
162401,0.6666666666666666,0.38492547692443213,staghunt
163201,0.6666666666666666,0.38492547692443213,staghunt
164001,0.6666666666666666,0.38492547692443213,staghunt
164801,0.6666666666666666,0.38492547692443213,staghunt
165601,0.6666666666666666,0.38492547692443213,staghunt
166401,0.67,0.3868360798444228,staghunt
167201,0.67,0.3868360798444228,staghunt
168001,0.67,0.3868360798444228,staghunt
168801,0.67,0.3868360798444228,staghunt
169601,0.67,0.3868360798444228,staghunt
170401,0.67,0.3868978395017165,staghunt
171201,0.67,0.3868978395017165,staghunt
172001,0.67,0.3868978395017165,staghunt
172801,0.67,0.3868978395017165,staghunt
173601,0.67,0.3868978395017165,staghunt
174401,0.67,0.3868978395017165,staghunt
175201,0.67,0.3868978395017165,staghunt
176001,0.67,0.3868978395017165,staghunt
176801,0.67,0.3868978395017165,staghunt
177601,0.67,0.3868978395017165,staghunt
178401,0.67,0.3868978395017165,staghunt
179201,0.67,0.3868978395017165,staghunt
180001,0.6733333333333333,0.38889968371354583,staghunt
180801,0.6766666666666666,0.3909305566589821,staghunt
181601,0.6766666666666666,0.3909305566589821,staghunt
182401,0.6766666666666666,0.3909305566589821,staghunt
183201,0.6766666666666666,0.3909305566589821,staghunt
184001,0.6766666666666666,0.3909305566589821,staghunt
184801,0.6766666666666666,0.3909305566589821,staghunt
185601,0.6766666666666666,0.3909305566589821,staghunt
186401,0.6766666666666666,0.3909305566589821,staghunt
187201,0.6766666666666666,0.3909305566589821,staghunt
188001,0.6766666666666666,0.3909305566589821,staghunt
188801,0.6766666666666666,0.3909305566589821,staghunt
189601,0.6766666666666666,0.3909305566589821,staghunt
190401,0.6766666666666666,0.3908508022528698,staghunt
191201,0.6766666666666666,0.3908508022528698,staghunt
192001,0.6766666666666666,0.3908508022528698,staghunt
192801,0.6766666666666666,0.3908508022528698,staghunt
193601,0.6766666666666666,0.3909305566589821,staghunt
194401,0.6766666666666666,0.3909305566589821,staghunt
195201,0.6766666666666666,0.3909305566589821,staghunt
196001,0.6766666666666666,0.3909305566589821,staghunt
196801,0.6766666666666666,0.3909305566589821,staghunt
197601,0.6766666666666666,0.3909305566589821,staghunt
198401,0.6766666666666666,0.3909305566589821,staghunt
199201,0.6766666666666666,0.3909305566589821,staghunt
200001,0.68,0.3970994688235121,staghunt
200801,0.68,0.39825529821708777,staghunt
201601,0.68,0.39825529821708777,staghunt
202401,0.68,0.3983412399249804,staghunt
203201,0.68,0.3983412399249804,staghunt
204001,0.68,0.3983412399249804,staghunt
204801,0.68,0.3983412399249804,staghunt
205601,0.68,0.3984298929020041,staghunt
206401,0.68,0.3984298929020041,staghunt
207201,0.68,0.3984298929020041,staghunt
208001,0.68,0.3984298929020041,staghunt
208801,0.68,0.3984298929020041,staghunt
209601,0.68,0.3984298929020041,staghunt
210401,0.68,0.3984298929020041,staghunt
211201,0.68,0.3984298929020041,staghunt
212001,0.68,0.3984298929020041,staghunt
212801,0.68,0.3984298929020041,staghunt
213601,0.68,0.3984298929020041,staghunt
214401,0.68,0.40111545353606953,staghunt
215201,0.68,0.40115726207605057,staghunt
216001,0.68,0.4049006077040764,staghunt
216801,0.68,0.4054177090371984,staghunt
217601,0.68,0.40562500106798155,staghunt
218401,0.68,0.4056994366770735,staghunt
219201,0.68,0.4057765390146798,staghunt
220001,0.68,0.4057765390146798,staghunt
220801,0.68,0.4058563065609693,staghunt
221601,0.68,0.4062950656448416,staghunt
222401,0.68,0.4062950656448416,staghunt
223201,0.68,0.4062950656448416,staghunt
224001,0.68,0.4062950656448416,staghunt
224801,0.68,0.40639078966381653,staghunt
225601,0.6833333333333333,0.4079425087599861,staghunt
226401,0.6833333333333333,0.408034253535611,staghunt
227201,0.6833333333333333,0.408034253535611,staghunt
228001,0.6833333333333333,0.4081286426229819,staghunt
228801,0.6833333333333333,0.4081286426229819,staghunt
229601,0.6833333333333333,0.40822567418786204,staghunt
230401,0.6833333333333333,0.40822567418786204,staghunt
231201,0.6833333333333333,0.4083253463464321,staghunt
232001,0.6833333333333333,0.4083253463464321,staghunt
232801,0.6833333333333333,0.4083253463464321,staghunt
233601,0.6833333333333333,0.4083253463464321,staghunt
234401,0.6833333333333333,0.40842765716547086,staghunt
235201,0.6866666666666666,0.41456354600282724,staghunt
236001,0.6866666666666666,0.41466444603832764,staghunt
236801,0.6866666666666666,0.41456354600282724,staghunt
237601,0.6866666666666666,0.41456354600282724,staghunt
238401,0.6866666666666666,0.41456354600282724,staghunt
239201,0.6866666666666666,0.41466444603832764,staghunt
240001,0.6866666666666666,0.41466444603832764,staghunt
240801,0.6866666666666666,0.41466444603832764,staghunt
241601,0.6866666666666666,0.41466444603832764,staghunt
242401,0.6866666666666666,0.4209939836271231,staghunt
243201,0.6866666666666666,0.4210983821517972,staghunt
244001,0.6866666666666666,0.4210983821517972,staghunt
244801,0.6866666666666666,0.4210983821517972,staghunt
245601,0.6866666666666666,0.421426907836217,staghunt
246401,0.6866666666666666,0.42131484622541066,staghunt
247201,0.69,0.42293742577776444,staghunt
248001,0.6933333333333334,0.4260990329538372,staghunt
248801,0.6933333333333334,0.4259848582117156,staghunt
249601,0.6933333333333334,0.4259848582117156,staghunt
250401,0.6933333333333334,0.4259848582117156,staghunt
251201,0.6933333333333334,0.4259848582117156,staghunt
252001,0.6933333333333334,0.4259848582117156,staghunt
252801,0.6933333333333334,0.4259848582117156,staghunt
253601,0.69,0.4254488236593251,staghunt
254401,0.6933333333333334,0.4260990329538372,staghunt
255201,0.6966666666666667,0.4262157289550416,staghunt
256001,0.6966666666666667,0.4262157289550416,staghunt
256801,0.6966666666666667,0.4262157289550416,staghunt
257601,0.6966666666666667,0.4262157289550416,staghunt
258401,0.7,0.42771447332811807,staghunt
259201,0.7,0.42771447332811807,staghunt
260001,0.7,0.42771447332811807,staghunt
260801,0.7,0.42771447332811807,staghunt
261601,0.6966666666666667,0.4278273021530644,staghunt
262401,0.6966666666666667,0.4278273021530644,staghunt
263201,0.6966666666666667,0.42794264277672983,staghunt
264001,0.6966666666666667,0.42794264277672983,staghunt
264801,0.7,0.4321719411521249,staghunt
265601,0.7,0.4321719411521249,staghunt
266401,0.7,0.4321719411521249,staghunt
267201,0.6966666666666667,0.42711215455160506,staghunt
268001,0.6966666666666667,0.42711215455160506,staghunt
268801,0.6966666666666667,0.42711215455160506,staghunt
269601,0.6966666666666667,0.42711215455160506,staghunt
270401,0.6966666666666667,0.42711215455160506,staghunt
271201,0.6966666666666667,0.42711215455160506,staghunt
272001,0.6966666666666667,0.42711215455160506,staghunt
